,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len,3p_length,3p_bulges,3p_bulges_len,3p_basepair,3p_basepair_len
Mun-Mir-17-P1a,23,6,0.2608695652173913,17,0.7391304347826086,23,5,0.21739130434782608,16,0.6956521739130435
Ete-Mir-95-P4,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Tca-Mir-3-P6,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Csc-Mir-210-P14,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Cgi-Mir-9-P18,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Mmu-Mir-224,24,6,0.25,18,0.75,23,3,0.13043478260869565,18,0.782608695652174
Dre-Mir-142-P1-v3,23,5,0.21739130434782608,18,0.782608695652174,23,1,0.043478260869565216,20,0.8695652173913043
Hme-Mir-3-P22,24,5,0.20833333333333334,19,0.7916666666666666,23,3,0.13043478260869565,18,0.782608695652174
Lpo-Mir-67-P10,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Npo-Mir-281,21,1,0.047619047619047616,20,0.9523809523809523,22,2,0.09090909090909091,18,0.8181818181818182
Mdo-Mir-101-P2-v1,23,6,0.2608695652173913,17,0.7391304347826086,22,0,0.0,20,0.9090909090909091
Ocu-Mir-10-P3c,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Hsa-Mir-155,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Cfa-Mir-8908-P8,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Npo-Mir-252-P2,22,7,0.3181818181818182,15,0.6818181818181818,23,8,0.34782608695652173,13,0.5652173913043478
Ami-Mir-29-P2d,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Let-7-P1c,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Mml-Mir-542-v1,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Tni-Mir-101-P1-v1,23,2,0.08695652173913043,21,0.9130434782608695,22,0,0.0,20,0.9090909090909091
Tgu-Mir-1677-P1,22,3,0.13636363636363635,19,0.8636363636363636,23,4,0.17391304347826086,17,0.7391304347826086
Dre-Mir-499-P2,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-15-P2b,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Dre-Mir-146-P4-v1,23,5,0.21739130434782608,18,0.782608695652174,21,2,0.09523809523809523,17,0.8095238095238095
Mmu-Mir-92-P2a,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Aae-Mir-1,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Nve-Mir-9425,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Rno-Mir-30-P2a,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Dme-Mir-31-P2,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-128-P2,23,5,0.21739130434782608,18,0.782608695652174,21,5,0.23809523809523808,14,0.6666666666666666
Esc-Novel-9-P2-v2,21,2,0.09523809523809523,19,0.9047619047619048,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-26-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Dsi-Mir-22-P2,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Dma-Mir-315,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Hsa-Mir-430-P41,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-7371-P20,24,4,0.16666666666666666,20,0.8333333333333334,24,4,0.16666666666666666,18,0.75
Mmu-Mir-204-P2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Dno-Mir-504-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Mml-Mir-101-P1-v1,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Asu-Mir-36-o29-v1,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Dma-Mir-210,23,5,0.21739130434782608,18,0.782608695652174,23,4,0.17391304347826086,17,0.7391304347826086
Tca-Mir-279-o22,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Mml-Mir-8-P1b,22,2,0.09090909090909091,20,0.9090909090909091,23,3,0.13043478260869565,18,0.782608695652174
Ete-Mir-615,22,5,0.22727272727272727,17,0.7727272727272727,21,1,0.047619047619047616,18,0.8571428571428571
Dya-Mir-281-P1-v2,23,5,0.21739130434782608,18,0.782608695652174,23,3,0.13043478260869565,18,0.782608695652174
Ocu-Mir-362-P1,24,7,0.2916666666666667,17,0.7083333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Npo-Mir-36,24,3,0.125,21,0.875,23,4,0.17391304347826086,17,0.7391304347826086
Gga-Mir-19-P1a,21,0,0.0,21,1.0,23,4,0.17391304347826086,17,0.7391304347826086
Tgu-Let-7-P2b2,23,2,0.08695652173913043,21,0.9130434782608695,21,1,0.047619047619047616,18,0.8571428571428571
Cte-Mir-252-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Mal-Mir-96-P3b-v2,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-133-P1a-v2,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Mml-Mir-17-P4c,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Ocu-Mir-133-P1-v1,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Asu-Mir-9-o17,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Ete-Mir-7-P2,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Aca-Mir-140-P1-v1,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Bfl-Mir-252-P1-v1,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Hsa-Mir-15-P2b,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Ebu-Let-7-P2o10,22,2,0.09090909090909091,20,0.9090909090909091,21,2,0.09523809523809523,17,0.8095238095238095
Pma-Mir-137-o2,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Cfa-Mir-345,22,2,0.09090909090909091,20,0.9090909090909091,21,3,0.14285714285714285,16,0.7619047619047619
Tni-Novel-2,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Ami-Mir-101-P1-v1,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Mml-Mir-103-P4,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Lgi-Mir-242-P1,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Dre-Mir-430-o3a9,23,5,0.21739130434782608,18,0.782608695652174,23,3,0.13043478260869565,18,0.782608695652174
Mal-Let-7-P1d1,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Hsa-Mir-17-P2c,24,6,0.25,18,0.75,25,5,0.2,18,0.72
Gmo-Mir-138-P2,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Rno-Mir-154-P3a-v2,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Mal-Mir-7133,22,2,0.09090909090909091,20,0.9090909090909091,22,5,0.22727272727272727,15,0.6818181818181818
Hsa-Mir-7854,22,4,0.18181818181818182,18,0.8181818181818182,24,5,0.20833333333333334,17,0.7083333333333334
Rno-Mir-92-P2d,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Lch-Mir-130-P2d,22,4,0.18181818181818182,18,0.8181818181818182,25,5,0.2,18,0.72
Xla-Mir-155-P2,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Gmo-Mir-130-P1a1,22,6,0.2727272727272727,16,0.7272727272727273,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-95-P2,24,6,0.25,18,0.75,23,3,0.13043478260869565,18,0.782608695652174
Cel-Bantam-P5a,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Bla-Mir-22-o3a3,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Dno-Mir-7180,23,7,0.30434782608695654,16,0.6956521739130435,25,8,0.32,15,0.6
Xla-Mir-10-P3b,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-34-P3b2,26,8,0.3076923076923077,18,0.6923076923076923,21,3,0.14285714285714285,16,0.7619047619047619
Oan-Novel-10,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Lgi-Mir-2-o14,21,1,0.047619047619047616,20,0.9523809523809523,23,3,0.13043478260869565,18,0.782608695652174
Mdo-Mir-210,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Oan-Mir-1421-P27,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Lpo-Mir-9-P25,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-95-P3-v2,22,5,0.22727272727272727,17,0.7727272727272727,23,6,0.2608695652173913,15,0.6521739130434783
Sme-Mir-124-P36,23,4,0.17391304347826086,19,0.8260869565217391,21,3,0.14285714285714285,16,0.7619047619047619
Lpo-Mir-275-P4-v1,25,5,0.2,20,0.8,24,5,0.20833333333333334,17,0.7083333333333334
Cli-Mir-126-P2-v2,21,4,0.19047619047619047,17,0.8095238095238095,21,2,0.09523809523809523,17,0.8095238095238095
Ami-Mir-96-P2,24,8,0.3333333333333333,16,0.6666666666666666,21,5,0.23809523809523808,14,0.6666666666666666
Ete-Mir-320,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-219-P2,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Cbr-Let-7-P5,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Obi-Novel-15,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Sme-Mir-190-P20,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Pbv-Mir-135-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Dno-Mir-10-P1b-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Hsa-Mir-430-P2,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Sha-Mir-187,22,3,0.13636363636363635,19,0.8636363636363636,22,1,0.045454545454545456,19,0.8636363636363636
Gja-Mir-126-P2-v2,21,4,0.19047619047619047,17,0.8095238095238095,21,2,0.09523809523809523,17,0.8095238095238095
Cfa-Mir-103-P2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Sha-Mir-30-P2d,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-124-P4-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Csc-Mir-10-P3r2,22,3,0.13636363636363635,19,0.8636363636363636,22,5,0.22727272727272727,15,0.6818181818181818
Hsa-Mir-29-P1d-v2,24,4,0.16666666666666666,20,0.8333333333333334,23,2,0.08695652173913043,19,0.8260869565217391
Rno-Mir-362-P1,26,6,0.23076923076923078,20,0.7692307692307693,22,1,0.045454545454545456,19,0.8636363636363636
Spu-Mir-1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Mdo-Mir-19-P2c,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Cpi-Mir-34-P3c,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Tca-Mir-11621-P2b,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Efe-Mir-8-P4,22,3,0.13636363636363635,19,0.8636363636363636,23,5,0.21739130434782608,16,0.6956521739130435
Mun-Mir-19-P2c,23,1,0.043478260869565216,22,0.9565217391304348,23,2,0.08695652173913043,19,0.8260869565217391
Oan-Mir-133-P4-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Lan-Mir-193-P2q,24,7,0.2916666666666667,17,0.7083333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Sto-Mir-219-P3-v1,24,6,0.25,18,0.75,23,5,0.21739130434782608,16,0.6956521739130435
Cli-Mir-96-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Lch-Mir-103-P2,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Gja-Mir-204-P2,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Ovu-Novel-4,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Dan-Mir-975,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Tgu-Mir-455,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Nve-Mir-2037,21,3,0.14285714285714285,18,0.8571428571428571,22,4,0.18181818181818182,16,0.7272727272727273
Lpo-Mir-276-P6,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Tgu-Mir-30-P1a,24,3,0.125,21,0.875,22,2,0.09090909090909091,18,0.8181818181818182
Gga-Let-7-P2c3,22,2,0.09090909090909091,20,0.9090909090909091,21,1,0.047619047619047616,18,0.8571428571428571
Pfl-Mir-4818-P3,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Ete-Mir-452-v2,22,7,0.3181818181818182,15,0.6818181818181818,21,4,0.19047619047619047,15,0.7142857142857143
Sto-Mir-221-P2a,26,8,0.3076923076923077,18,0.6923076923076923,23,4,0.17391304347826086,17,0.7391304347826086
Bta-Mir-430-P7,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Rno-Mir-186,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Sto-Mir-130-P1b,22,3,0.13636363636363635,19,0.8636363636363636,22,1,0.045454545454545456,19,0.8636363636363636
Dan-Mir-92-P6,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-193-P1-v4,22,7,0.3181818181818182,15,0.6818181818181818,22,5,0.22727272727272727,15,0.6818181818181818
Cfa-Mir-430-P3,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Dno-Mir-202,21,2,0.09523809523809523,19,0.9047619047619048,22,3,0.13636363636363635,17,0.7727272727272727
Hvu-Mir-3003-P1,21,3,0.14285714285714285,18,0.8571428571428571,21,3,0.14285714285714285,16,0.7619047619047619
Dya-Mir-317,22,4,0.18181818181818182,18,0.8181818181818182,24,6,0.25,16,0.6666666666666666
Mml-Mir-105-P1,24,4,0.16666666666666666,20,0.8333333333333334,23,3,0.13043478260869565,18,0.782608695652174
Cpo-Mir-362-P1,25,7,0.28,18,0.72,22,2,0.09090909090909091,18,0.8181818181818182
Cpo-Mir-103-P1,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Mmu-Mir-506-P22,23,3,0.13043478260869565,20,0.8695652173913043,23,4,0.17391304347826086,17,0.7391304347826086
Dan-Mir-92-P3,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Ete-Mir-671,24,4,0.16666666666666666,20,0.8333333333333334,21,1,0.047619047619047616,18,0.8571428571428571
Cte-Mir-2-o40,22,3,0.13636363636363635,19,0.8636363636363636,23,4,0.17391304347826086,17,0.7391304347826086
Cfa-Mir-30-P2a,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Cli-Mir-135-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Dre-Mir-181-P1b2,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Loc-Mir-17-P1a,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Spt-Mir-142-P1,21,3,0.14285714285714285,18,0.8571428571428571,21,1,0.047619047619047616,18,0.8571428571428571
Cel-Mir-358-v2,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Gga-Mir-1550,21,4,0.19047619047619047,17,0.8095238095238095,23,5,0.21739130434782608,16,0.6956521739130435
Efe-Mir-71-P1,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Lpo-Mir-276-P4,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Bta-Mir-32,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Spt-Mir-217,23,6,0.2608695652173913,17,0.7391304347826086,22,1,0.045454545454545456,19,0.8636363636363636
Lch-Mir-32,22,2,0.09090909090909091,20,0.9090909090909091,21,1,0.047619047619047616,18,0.8571428571428571
Hsa-Mir-544,21,2,0.09523809523809523,19,0.9047619047619048,21,3,0.14285714285714285,16,0.7619047619047619
Ete-Mir-361-v1,22,4,0.18181818181818182,18,0.8181818181818182,24,6,0.25,16,0.6666666666666666
Lpo-Mir-10-P3o,22,4,0.18181818181818182,18,0.8181818181818182,22,6,0.2727272727272727,14,0.6363636363636364
Gja-Mir-430-o40,21,2,0.09523809523809523,19,0.9047619047619048,23,6,0.2608695652173913,15,0.6521739130434783
Xtr-Mir-430-o5a8,21,3,0.14285714285714285,18,0.8571428571428571,23,4,0.17391304347826086,17,0.7391304347826086
Ete-Mir-124-P1-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Novel-15,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Sme-Let-7-P19b,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Mun-Mir-204-P4,22,4,0.18181818181818182,18,0.8181818181818182,21,2,0.09523809523809523,17,0.8095238095238095
Mdo-Mir-7262-P3,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Pfl-Mir-71,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Cli-Mir-92-P1a,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Xtr-Mir-142-P1b-v1,21,3,0.14285714285714285,18,0.8571428571428571,21,1,0.047619047619047616,18,0.8571428571428571
Tni-Mir-214-P2-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Let-7-P2b2,22,1,0.045454545454545456,21,0.9545454545454546,21,0,0.0,19,0.9047619047619048
Xla-Mir-153-P1d,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Cfa-Mir-154-P9,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-130-P1b3,22,3,0.13636363636363635,19,0.8636363636363636,22,1,0.045454545454545456,19,0.8636363636363636
Sha-Mir-30-P2b,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-148-P4,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-2184-P4,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Ocu-Mir-190-P1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-1912,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Dma-Mir-219,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Mml-Mir-34-P3b,26,7,0.2692307692307692,19,0.7307692307692307,21,2,0.09523809523809523,17,0.8095238095238095
Dno-Mir-8-P2b,22,2,0.09090909090909091,20,0.9090909090909091,23,2,0.08695652173913043,19,0.8260869565217391
Hsa-Mir-101-P2-v1,23,6,0.2608695652173913,17,0.7391304347826086,22,0,0.0,20,0.9090909090909091
Hsa-Mir-320-P2a,22,3,0.13636363636363635,19,0.8636363636363636,22,5,0.22727272727272727,15,0.6818181818181818
Xtr-Mir-128-P1,23,6,0.2608695652173913,17,0.7391304347826086,21,4,0.19047619047619047,15,0.7142857142857143
Mml-Mir-184,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Spt-Let-7-P1b,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Bfl-Mir-4869,23,8,0.34782608695652173,15,0.6521739130434783,22,7,0.3181818181818182,13,0.5909090909090909
Dno-Mir-126-P2-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,1,0.045454545454545456,19,0.8636363636363636
Dmo-Mir-2-P4a-v2,20,2,0.1,18,0.9,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-138-P2,23,6,0.2608695652173913,17,0.7391304347826086,21,4,0.19047619047619047,15,0.7142857142857143
Hme-Mir-279-o32,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Efe-Mir-278-P2,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Gga-Mir-1329-v1,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Csc-Mir-87-P1k2,24,2,0.08333333333333333,22,0.9166666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Spt-Mir-425,25,7,0.28,18,0.72,23,5,0.21739130434782608,16,0.6956521739130435
Sme-Let-7-P19a,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Oan-Mir-1381,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Mmu-Mir-92-P2c,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Pbv-Let-7-P2b4,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Dre-Mir-221-P1b,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Sha-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Lch-Mir-190-P1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Dan-Mir-34,24,4,0.16666666666666666,20,0.8333333333333334,23,3,0.13043478260869565,18,0.782608695652174
Tni-Mir-155,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Dno-Mir-874,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Mun-Mir-148-P4,24,4,0.16666666666666666,20,0.8333333333333334,22,4,0.18181818181818182,16,0.7272727272727273
Cmi-Let-7-P1d,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Gga-Mir-196-P4,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Bla-Mir-92-o1,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-92-P1c,23,7,0.30434782608695654,16,0.6956521739130435,22,4,0.18181818181818182,16,0.7272727272727273
Cpi-Mir-489-v2,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Ami-Mir-153-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-199-P1c-v2,24,6,0.25,18,0.75,23,3,0.13043478260869565,18,0.782608695652174
Mal-Mir-10-P3b1,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Dsi-Mir-956-v2,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Cmi-Mir-153-P1,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Tni-Mir-17-P4a2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Dya-Mir-3-P1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Loc-Mir-1306,22,7,0.3181818181818182,15,0.6818181818181818,21,5,0.23809523809523808,14,0.6666666666666666
Mal-Mir-34-P3d,22,5,0.22727272727272727,17,0.7727272727272727,22,7,0.3181818181818182,13,0.5909090909090909
Dre-Mir-145,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Ete-Mir-92-P1a,23,2,0.08695652173913043,21,0.9130434782608695,22,1,0.045454545454545456,19,0.8636363636363636
Cin-Mir-4127,22,7,0.3181818181818182,15,0.6818181818181818,22,8,0.36363636363636365,12,0.5454545454545454
Gmo-Mir-142-P2-v1,21,3,0.14285714285714285,18,0.8571428571428571,21,1,0.047619047619047616,18,0.8571428571428571
Aca-Mir-5408,22,6,0.2727272727272727,16,0.7272727272727273,22,7,0.3181818181818182,13,0.5909090909090909
Hsa-Mir-92-P2a,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cmi-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
